AcquireX Precursor Intensities,DDA Precursor Intensities,Log Ax,Log DDA
1709243.38,2590156.50,6.23,6.41
1363837.88,942311.38,6.13,5.97
894463.50,750626.75,5.95,5.88
498819.09,577261.13,5.70,5.76
3934947.75,18632790.00,6.59,7.27
1005521.25,2018089.38,6.00,6.30
485182.31,1555488.63,5.69,6.19
483762.06,513229.63,5.68,5.71
5364316.00,521917.81,6.73,5.72
3785494.25,11984228.00,6.58,7.08
798531.69,1379935.00,5.90,6.14
4300355.50,1112587.00,6.63,6.05
118395.37,408036.91,5.07,5.61
417156.19,499281.53,5.62,5.70
3401455.25,9075503.00,6.53,6.96
1998477.63,1133591.75,6.30,6.05
678096.75,1085841.88,5.83,6.04
407992.72,441168.25,5.61,5.64
588317.69,499918.00,5.77,5.70
13235412.00,4794014.50,7.12,6.68
860767.19,2491886.50,5.93,6.40
575251.75,1462040.75,5.76,6.16
464328.03,1100728.13,5.67,6.04
532371.50,514420.78,5.73,5.71
969141.31,6117936.00,5.99,6.79
921499.19,1037553.19,5.96,6.02
868524.75,653521.50,5.94,5.82
687416.31,484555.81,5.84,5.69
481164.84,541768.75,5.68,5.73
15330613.00,4523911.00,7.19,6.66
454694.50,1422951.00,5.66,6.15
393621.88,1272691.50,5.60,6.10
1085743.63,879998.44,6.04,5.94
620725.00,629978.19,5.79,5.80
6642474.50,3197135.50,6.82,6.50
2197008.00,1203906.63,6.34,6.08
675006.50,876691.75,5.83,5.94
199667.14,734039.06,5.30,5.87
511245.09,606521.00,5.71,5.78
6513009.00,2543408.00,6.81,6.41
1809786.00,1303500.75,6.26,6.12
593520.00,717002.31,5.77,5.86
536357.31,630124.31,5.73,5.80
485590.19,587772.63,5.69,5.77
5494504.50,51272044.00,6.74,7.71
518456.34,1096889.88,5.71,6.04
462850.16,917255.19,5.67,5.96
123794.60,629733.56,5.09,5.80
19273060.00,560354.38,7.28,5.75
2210863.25,18578022.00,6.34,7.27
2052389.38,2547738.50,6.31,6.41
724936.56,724760.19,5.86,5.86
449694.28,537684.38,5.65,5.73
532996.44,569169.06,5.73,5.76
3581358.25,12238877.00,6.55,7.09
784436.56,2214808.75,5.89,6.35
588932.31,1715412.75,5.77,6.23
423622.03,521421.13,5.63,5.72
4055661.75,455912.53,6.61,5.66
4922790.50,8584363.00,6.69,6.93
1764536.38,1263185.88,6.25,6.10
841420.25,1103276.75,5.93,6.04
7909924.00,469691.22,6.90,5.67
2362447.00,483541.22,6.37,5.68
9873156.00,5216284.00,6.99,6.72
1587652.88,1071624.50,6.20,6.03
914345.50,1002172.38,5.96,6.00
269215.50,456447.38,5.43,5.66
2288219.50,527339.25,6.36,5.72
1164178.50,5567027.50,6.07,6.75
476440.56,1343725.63,5.68,6.13
2217454.75,1183498.75,6.35,6.07
175414.86,259825.50,5.24,5.41
498529.53,500517.22,5.70,5.70
14236656.00,4387219.50,7.15,6.64
899758.19,971555.88,5.95,5.99
747227.25,735757.38,5.87,5.87
123595.89,439243.28,5.09,5.64
546263.56,480138.03,5.74,5.68
2538382.50,3278392.00,6.40,6.52
817000.13,1453171.75,5.91,6.16
476658.44,878913.50,5.68,5.94
437212.81,467752.59,5.64,5.67
490441.09,472606.69,5.69,5.67
5177099.00,2547286.50,6.71,6.41
2101205.00,1114631.75,6.32,6.05
1283375.00,826002.13,6.11,5.92
173427.88,771730.63,5.24,5.89
394921.53,607203.75,5.60,5.78
2539350.75,49057492.00,6.40,7.69
1263529.38,1438062.75,6.10,6.16
910795.31,692977.56,5.96,5.84
840364.81,670608.00,5.92,5.83
469182.00,492837.84,5.67,5.69
1653435.38,18206434.00,6.22,7.26
422201.75,795070.81,5.63,5.90
329766.34,727562.44,5.52,5.86
363801.28,647946.88,5.56,5.81
682674.94,520033.16,5.83,5.72
3695503.50,11963079.00,6.57,7.08
2788114.50,2429660.75,6.45,6.39
496284.31,597352.63,5.70,5.78
338276.16,458108.88,5.53,5.66
471369.47,472570.16,5.67,5.67
7233551.00,8432224.00,6.86,6.93
1085334.38,2125297.25,6.04,6.33
496686.16,1601162.38,5.70,6.20
601685.50,593304.19,5.78,5.77
559847.13,489613.97,5.75,5.69
11224729.00,5058782.00,7.05,6.70
480247.81,1310073.00,5.68,6.12
452324.19,1024234.63,5.66,6.01
336113.66,526802.50,5.53,5.72
486435.03,580641.00,5.69,5.76
1400833.63,5614348.50,6.15,6.75
1076048.50,1259354.50,6.03,6.10
578212.00,1040406.88,5.76,6.02
378333.66,463956.78,5.58,5.67
347783.69,474607.09,5.54,5.68
70163480.00,4239683.50,7.85,6.63
14406782.00,1430352.38,7.16,6.16
4769067.50,1024066.94,6.68,6.01
170449.58,546644.19,5.23,5.74
703053.25,467517.00,5.85,5.67
18546800.00,3444700.00,7.27,6.54
1548183.75,1049949.13,6.19,6.02
1277999.25,657651.63,6.11,5.82
700592.75,396948.53,5.85,5.60
473506.91,477252.50,5.68,5.68
4758122.00,2408033.25,6.68,6.38
1117433.13,1341594.75,6.05,6.13
353414.59,693048.56,5.55,5.84
336957.13,541012.56,5.53,5.73
501311.41,557906.63,5.70,5.75
6614969.50,50652616.00,6.82,7.70
1877295.63,1328214.63,6.27,6.12
1522389.25,853183.38,6.18,5.93
532733.06,770696.13,5.73,5.89
366876.00,521470.09,5.56,5.72
3619901.25,18489358.00,6.56,7.27
970045.44,1239578.25,5.99,6.09
808780.81,898971.00,5.91,5.95
598473.25,660748.31,5.78,5.82
515487.03,476283.53,5.71,5.68
4292751.50,11921136.00,6.63,7.08
2478079.75,921508.25,6.39,5.96
2086804.13,680960.81,6.32,5.83
2075390.13,644365.94,6.32,5.81
820477.00,498943.75,5.91,5.70
3352377.00,8551566.00,6.53,6.93
2507371.00,2428893.75,6.40,6.39
1312293.00,562082.56,6.12,5.75
576850.44,538990.06,5.76,5.73
693566.06,544731.75,5.84,5.74
13942804.00,4702925.00,7.14,6.67
1714903.13,2319173.50,6.23,6.37
592417.56,1653038.00,5.77,6.22
353965.63,570693.25,5.55,5.76
438454.22,533843.44,5.64,5.73
1215523.25,5763094.50,6.08,6.76
397963.28,1317239.75,5.60,6.12
364390.28,1116269.50,5.56,6.05
113392.19,511315.94,5.05,5.71
560704.63,485553.28,5.75,5.69
41999636.00,4825402.50,7.62,6.68
1562650.38,1177135.13,6.19,6.07
476690.16,892047.25,5.68,5.95
321995.63,565896.44,5.51,5.75
578997.00,543668.50,5.76,5.74
14505127.00,3469581.75,7.16,6.54
13482752.00,1392073.00,7.13,6.14
7957842.00,1193526.50,6.90,6.08
182507.33,382235.75,5.26,5.58
451411.94,459052.75,5.65,5.66
2981491.50,2727516.50,6.47,6.44
789941.56,860415.63,5.90,5.93
717024.69,566506.31,5.86,5.75
1063183.38,515662.91,6.03,5.71
576641.13,509293.47,5.76,5.71
5411033.50,49711000.00,6.73,7.70
1215660.13,1439421.38,6.08,6.16
464158.91,853080.06,5.67,5.93
329147.09,561152.13,5.52,5.75
464763.44,505061.72,5.67,5.70
10531367.00,18418512.00,7.02,7.27
9083568.00,1411211.00,6.96,6.15
1576275.75,862387.00,6.20,5.94
408749.34,812280.31,5.61,5.91
3284166.00,588848.38,6.52,5.77
4762792.50,12645812.00,6.68,7.10
1251293.63,1242024.25,6.10,6.09
993692.38,670544.88,6.00,5.83
763721.63,644270.31,5.88,5.81
560360.38,511621.41,5.75,5.71
34300952.00,8405192.00,7.54,6.92
2098961.00,887859.38,6.32,5.95
2081918.63,689975.44,6.32,5.84
1163644.13,622922.63,6.07,5.79
1144591.63,459505.59,6.06,5.66
18132322.00,4908762.50,7.26,6.69
10744755.00,2415658.75,7.03,6.38
2575173.50,571227.31,6.41,5.76
1446421.50,399354.06,6.16,5.60
678031.00,545818.19,5.83,5.74
3830616.00,5829401.50,6.58,6.77
500305.06,2145074.50,5.70,6.33
418880.75,1716913.00,5.62,6.23
1291842.88,598573.38,6.11,5.78
593322.75,463132.13,5.77,5.67
86608024.00,4653349.50,7.94,6.67
1330299.63,1226721.88,6.12,6.09
984754.94,1130728.00,5.99,6.05
2910005.00,488601.06,6.46,5.69
2606033.75,446028.44,6.42,5.65
58315596.00,3283937.75,7.77,6.52
13240019.00,1159599.63,7.12,6.06
1217312.63,993028.81,6.09,6.00
240646.34,576224.94,5.38,5.76
2618172.25,476689.81,6.42,5.68
21707516.00,2519290.25,7.34,6.40
984019.06,1471443.25,5.99,6.17
775085.25,1134665.00,5.89,6.05
215372.39,458195.25,5.33,5.66
499230.66,465999.38,5.70,5.67
7535436.50,48669604.00,6.88,7.69
713175.19,915143.50,5.85,5.96
466464.31,690661.81,5.67,5.84
238139.59,457801.97,5.38,5.66
2009919.50,497679.91,6.30,5.70
8478264.00,18129142.00,6.93,7.26
584146.88,1343352.25,5.77,6.13
420111.00,869635.63,5.62,5.94
241652.28,493726.56,5.38,5.69
434748.28,459391.41,5.64,5.66
10629401.00,12407722.00,7.03,7.09
4334206.00,1341915.25,6.64,6.13
1527860.88,906762.31,6.18,5.96
221882.97,832471.13,5.35,5.92
482985.28,675179.00,5.68,5.83
27267042.00,8534698.00,7.44,6.93
1462581.88,1482293.38,6.17,6.17
903759.31,727456.06,5.96,5.86
1117760.25,651992.38,6.05,5.81
782516.38,532589.94,5.89,5.73
16202724.00,5152500.00,7.21,6.71
2398619.75,999068.56,6.38,6.00
1174453.38,706372.25,6.07,5.85
768152.81,694611.63,5.89,5.84
882225.88,443195.47,5.95,5.65
12231411.00,5593295.00,7.09,6.75
4605341.50,2378900.50,6.66,6.38
905066.81,569498.31,5.96,5.76
850835.75,437904.56,5.93,5.64
781985.75,475278.78,5.89,5.68
9076463.00,4761069.00,6.96,6.68
2610006.75,2242704.25,6.42,6.35
675150.63,1616935.38,5.83,6.21
604718.31,634134.81,5.78,5.80
523397.53,513850.44,5.72,5.71
36100056.00,3060748.00,7.56,6.49
2561381.75,1509618.25,6.41,6.18
600231.94,1123577.50,5.78,6.05
226858.78,441461.72,5.36,5.64
3981852.00,514171.41,6.60,5.71
40145896.00,2463648.00,7.60,6.39
678097.19,1197106.88,5.83,6.08
549370.06,1078872.13,5.74,6.03
410735.19,487542.78,5.61,5.69
469637.19,545010.25,5.67,5.74
3870184.50,49547024.00,6.59,7.70
2085955.75,1461240.63,6.32,6.16
692005.81,1069593.50,5.84,6.03
998211.81,365605.91,6.00,5.56
963639.38,412751.84,5.98,5.62
14103087.00,18280686.00,7.15,7.26
598457.56,902695.50,5.78,5.96
432341.47,701012.94,5.64,5.85
395865.44,361444.81,5.60,5.56
403864.50,460195.72,5.61,5.66
5880611.00,12292612.00,6.77,7.09
2760246.75,1333225.50,6.44,6.12
2685048.50,999366.31,6.43,6.00
416002.28,437937.03,5.62,5.64
593289.88,516118.50,5.77,5.71
57019896.00,8388763.00,7.76,6.92
2961722.50,1317441.63,6.47,6.12
1680819.88,1089246.88,6.23,6.04
518150.53,894709.63,5.71,5.95
513321.44,533875.88,5.71,5.73
29197054.00,4876831.50,7.47,6.69
8739236.00,1331742.13,6.94,6.12
5482427.50,701706.25,6.74,5.85
1994031.63,527514.75,6.30,5.72
698903.25,709712.06,5.84,5.85
10941787.00,5668070.00,7.04,6.75
696143.06,856236.75,5.84,5.93
677995.69,652110.13,5.83,5.81
262866.34,506128.69,5.42,5.70
616203.44,656550.56,5.79,5.82
5095113.50,4640972.00,6.71,6.67
2213202.25,2331524.25,6.35,6.37
1132702.88,580770.94,6.05,5.76
753392.56,415691.97,5.88,5.62
982895.75,608841.06,5.99,5.78
63306100.00,3152825.00,7.80,6.50
3399694.25,2312617.50,6.53,6.36
601764.56,1679994.75,5.78,6.23
253381.66,397727.03,5.40,5.60
603251.56,544019.19,5.78,5.74
41831436.00,2352403.00,7.62,6.37
1178998.63,1394709.25,6.07,6.14
458346.94,1138424.38,5.66,6.06
200737.30,502216.56,5.30,5.70
466633.84,520851.22,5.67,5.72
757880.81,48571684.00,5.88,7.69
705183.19,2092121.63,5.85,6.32
537178.94,1236875.63,5.73,6.09
202251.03,1005832.06,5.31,6.00
442330.84,595369.63,5.65,5.77
93049448.00,18260374.00,7.97,7.26
1023008.19,1291814.75,6.01,6.11
583930.63,1067732.38,5.77,6.03
346549.25,493406.13,5.54,5.69
380630.81,553426.38,5.58,5.74
540705.25,11728599.00,5.73,7.07
483737.31,1669735.63,5.68,6.22
5713007.00,1030999.00,6.76,6.01
348348.91,854626.69,5.54,5.93
528640.25,565946.13,5.72,5.75
22861556.00,8388958.00,7.36,6.92
487260.91,1218408.50,5.69,6.09
444931.19,949610.56,5.65,5.98
359386.06,552951.38,5.56,5.74
569062.19,569492.94,5.76,5.76
15598641.00,5048467.50,7.19,6.70
3291754.25,1290774.50,6.52,6.11
1228658.88,1004753.06,6.09,6.00
275644.53,834561.44,5.44,5.92
505595.94,549168.63,5.70,5.74
10164415.00,5555274.50,7.01,6.74
8443413.00,1311507.50,6.93,6.12
1283400.00,797747.00,6.11,5.90
435587.50,648822.31,5.64,5.81
482462.47,523073.97,5.68,5.72
18128822.00,4300952.50,7.26,6.63
802929.31,2374046.50,5.90,6.38
741923.50,869695.31,5.87,5.94
600242.56,675733.56,5.78,5.83
495022.38,640393.56,5.69,5.81
3793962.25,2838816.00,6.58,6.45
1573089.38,2374393.75,6.20,6.38
926864.38,643800.44,5.97,5.81
915752.94,482233.25,5.96,5.68
590525.81,494507.97,5.77,5.69
44886576.00,2280035.00,7.65,6.36
880511.19,2190616.00,5.94,6.34
606528.38,1660311.00,5.78,6.22
102514.87,350448.38,5.01,5.54
593447.13,497950.44,5.77,5.70
705691.50,47478308.00,5.85,7.68
584794.94,1203194.13,5.77,6.08
525300.81,1169286.38,5.72,6.07
820433.94,586806.75,5.91,5.77
630489.81,549266.38,5.80,5.74
130739864.00,17330708.00,8.12,7.24
623930.44,1064975.75,5.80,6.03
604189.75,841872.56,5.78,5.93
496047.16,706943.25,5.70,5.85
528566.19,534341.00,5.72,5.73
8435783.00,10991900.00,6.93,7.04
819537.19,1251280.63,5.91,6.10
487079.59,1153204.88,5.69,6.06
234334.69,733751.63,5.37,5.87
508123.44,586468.31,5.71,5.77
8996124.00,8633005.00,6.95,6.94
6704262.50,936820.81,6.83,5.97
411343.06,734617.44,5.61,5.87
192025.86,445561.25,5.28,5.65
631562.63,503944.84,5.80,5.70
8304235.50,5094893.50,6.92,6.71
6779225.50,1361665.88,6.83,6.13
576910.00,1061015.50,5.76,6.03
166954.09,371924.94,5.22,5.57
585792.13,515124.69,5.77,5.71
12981523.00,1104316.13,7.11,6.04
3306169.25,956379.56,6.52,5.98
1337664.00,844065.13,6.13,5.93
1237576.50,5469180.00,6.09,6.74
977066.69,513031.59,5.99,5.71
32749930.00,4215046.50,7.52,6.62
1551713.38,1274060.88,6.19,6.11
840143.19,781135.69,5.92,5.89
481882.41,665490.00,5.68,5.82
1026990.81,596313.81,6.01,5.78
1565258.63,2689690.25,6.19,6.43
826704.38,893817.69,5.92,5.95
820031.81,652476.63,5.91,5.81
575437.94,611168.81,5.76,5.79
1705331.63,503400.31,6.23,5.70
5830695.00,7067244.00,6.77,6.85
1292793.50,2453335.00,6.11,6.39
1254221.88,2323931.75,6.10,6.37
894834.25,588025.81,5.95,5.77
1190583.50,443840.28,6.08,5.65
2331473.25,44332132.00,6.37,7.65
868417.19,2365534.75,5.94,6.37
828674.56,2148366.75,5.92,6.33
796897.13,1542288.38,5.90,6.19
805229.50,466498.06,5.91,5.67
63319004.00,16886428.00,7.80,7.23
910429.13,1138408.38,5.96,6.06
818207.00,986180.63,5.91,5.99
730939.81,633475.88,5.86,5.80
924824.06,533715.19,5.97,5.73
5396619.00,10577915.00,6.73,7.02
420535.56,1056641.25,5.62,6.02
403568.50,908359.75,5.61,5.96
1351324.13,877851.81,6.13,5.94
1278605.13,609946.69,6.11,5.79
1802352.88,8008503.00,6.26,6.90
909490.19,1030104.31,5.96,6.01
877203.19,1025713.50,5.94,6.01
692666.69,897602.81,5.84,5.95
950239.31,548652.94,5.98,5.74
7667765.50,4534069.00,6.88,6.66
1954772.63,822583.63,6.29,5.92
667791.13,730694.56,5.82,5.86
362382.91,368913.19,5.56,5.57
807635.56,464633.75,5.91,5.67
20341424.00,1394234.88,7.31,6.14
8529432.00,1217934.50,6.93,6.09
803683.75,848574.00,5.91,5.93
642622.00,520853.50,5.81,5.72
769756.56,443493.72,5.89,5.65
2562660.50,4899689.50,6.41,6.69
2357682.00,4083709.75,6.37,6.61
1756692.75,945722.94,6.24,5.98
618986.75,742745.50,5.79,5.87
1062053.13,451579.22,6.03,5.65
3372589.00,3184784.75,6.53,6.50
1312905.38,1188666.75,6.12,6.08
1040342.38,688366.31,6.02,5.84
188486.94,565336.13,5.28,5.75
931716.06,468089.81,5.97,5.67
4108503.50,1897065.13,6.61,6.28
2343488.25,764249.94,6.37,5.88
2331184.25,726091.69,6.37,5.86
1491553.38,624845.44,6.17,5.80
1024154.44,645153.06,6.01,5.81
2921204.75,42210456.00,6.47,7.63
1531115.25,2253976.25,6.19,6.35
1297537.63,2232486.50,6.11,6.35
878266.38,505529.97,5.94,5.70
801459.31,480698.81,5.90,5.68
777481.06,16229845.00,5.89,7.21
742378.06,2013676.88,5.87,6.30
686319.56,1519633.13,5.84,6.18
167871.48,517276.66,5.22,5.71
720695.19,489182.66,5.86,5.69
7196017.00,10020652.00,6.86,7.00
3431320.00,1207796.00,6.54,6.08
1017470.06,1081121.38,6.01,6.03
325258.56,1042549.56,5.51,6.02
763359.50,604338.13,5.88,5.78
2812323.50,7832584.50,6.45,6.89
1258784.38,911155.81,6.10,5.96
746874.94,898158.69,5.87,5.95
679323.69,596581.81,5.83,5.78
1060877.63,460599.78,6.03,5.66
958806.69,4161601.75,5.98,6.62
890817.50,999939.56,5.95,6.00
859357.69,984815.06,5.93,5.99
194885.25,856535.13,5.29,5.93
928664.38,413682.16,5.97,5.62
35018020.00,1106199.00,7.54,6.04
2098720.50,1076839.00,6.32,6.03
1096626.50,692216.19,6.04,5.84
747296.13,525615.00,5.87,5.72
708888.56,489447.16,5.85,5.69
2330570.00,4819353.00,6.37,6.68
1843326.63,1446098.75,6.27,6.16
1327795.75,924770.94,6.12,5.97
1367889.75,491238.69,6.14,5.69
1248142.88,426612.03,6.10,5.63
4190693.50,4003848.75,6.62,6.60
1930987.63,2760640.75,6.29,6.44
1754903.63,1171408.00,6.24,6.07
346813.13,753551.25,5.54,5.88
1050174.50,664340.13,6.02,5.82
2219683.00,1893468.50,6.35,6.28
2195551.50,1315123.38,6.34,6.12
1074576.75,630022.81,6.03,5.80
322533.75,582827.75,5.51,5.77
846367.44,467167.03,5.93,5.67
6729435.00,39249696.00,6.83,7.59
2007325.00,703978.56,6.30,5.85
1952352.75,665651.00,6.29,5.82
277321.75,520665.56,5.44,5.72
1012325.38,423892.09,6.01,5.63
1883220.75,15397438.00,6.27,7.19
1188842.63,2108777.00,6.08,6.32
983522.81,1975954.25,5.99,6.30
712877.00,549679.13,5.85,5.74
984678.63,464543.94,5.99,5.67
4216867.50,9506120.00,6.62,6.98
3016196.50,2084773.38,6.48,6.32
962901.38,1486396.38,5.98,6.17
503791.28,331139.63,5.70,5.52
1248210.13,398659.44,6.10,5.60
7498465.00,7460300.00,6.87,6.87
2641716.50,1251379.25,6.42,6.10
1160937.63,946652.81,6.06,5.98
988213.88,688827.31,5.99,5.84
1131153.88,454050.47,6.05,5.66
16997170.00,4104304.00,7.23,6.61
1969674.13,1079286.25,6.29,6.03
1623971.75,897737.94,6.21,5.95
854806.06,839543.69,5.93,5.92
1017552.94,557949.38,6.01,5.75
2141599.25,1485567.50,6.33,6.17
1485674.88,1209166.25,6.17,6.08
944070.44,1024685.81,5.98,6.01
709176.38,832800.56,5.85,5.92
954185.63,470056.31,5.98,5.67
2334114.50,4937547.50,6.37,6.69
1129904.50,1032068.69,6.05,6.01
836874.13,829835.56,5.92,5.92
717868.25,476882.84,5.86,5.68
631925.50,532545.63,5.80,5.73
4357425.00,3796178.00,6.64,6.58
2633070.00,1607404.38,6.42,6.21
615879.50,757224.38,5.79,5.88
350541.81,438106.66,5.54,5.64
738149.06,425211.50,5.87,5.63
17924886.00,2555021.25,7.25,6.41
3005233.50,1368352.00,6.48,6.14
1516665.63,1177198.25,6.18,6.07
439133.59,752502.69,5.64,5.88
1398696.38,506665.59,6.15,5.70
2608072.50,35832692.00,6.42,7.55
1971756.63,1462696.25,6.29,6.17
966245.19,694785.06,5.99,5.84
373113.84,594542.75,5.57,5.77
929410.75,506872.72,5.97,5.70
4924283.00,14483150.00,6.69,7.16
2630628.50,625546.75,6.42,5.80
1274318.38,592348.81,6.11,5.77
1051609.25,537897.25,6.02,5.73
1281519.50,407532.22,6.11,5.61
1145889.63,8759635.00,6.06,6.94
1027184.25,1988080.13,6.01,6.30
993933.00,1923477.13,6.00,6.28
955737.31,612247.06,5.98,5.79
1085023.50,490776.94,6.04,5.69
11012944.00,6964227.00,7.04,6.84
3250921.00,1994542.00,6.51,6.30
2356983.25,1256317.50,6.37,6.10
1081580.25,457706.03,6.03,5.66
899422.94,455813.91,5.95,5.66
6491928.50,4241730.50,6.81,6.63
5266820.00,1262152.00,6.72,6.10
896585.13,1167767.50,5.95,6.07
860887.63,621688.38,5.93,5.79
2206633.50,454274.13,6.34,5.66
3651784.50,1661470.00,6.56,6.22
3142935.25,867776.25,6.50,5.94
3042798.00,787265.00,6.48,5.90
1369565.38,398833.38,6.14,5.60
2983468.75,455243.59,6.47,5.66
2340262.00,4720597.50,6.37,6.67
2214118.25,1367262.25,6.35,6.14
2208838.75,981216.25,6.34,5.99
486693.75,754100.56,5.69,5.88
1392755.75,528577.94,6.14,5.72
1719488.88,3547519.25,6.24,6.55
1093782.50,1134973.88,6.04,6.05
861996.19,696008.38,5.94,5.84
770404.94,428551.78,5.89,5.63
1149807.13,479848.88,6.06,5.68
4027064.25,2572228.75,6.60,6.41
1787315.75,1800169.63,6.25,6.26
1368963.25,895671.00,6.14,5.95
853087.75,436074.00,5.93,5.64
917534.88,472407.75,5.96,5.67
2040935.38,34834876.00,6.31,7.54
1401374.75,1207683.50,6.15,6.08
825336.69,754578.75,5.92,5.88
433171.94,487535.53,5.64,5.69
1110438.38,451807.84,6.05,5.65
2988300.75,14583485.00,6.48,7.16
1477520.75,1506674.50,6.17,6.18
1116564.38,664004.13,6.05,5.82
810347.25,580055.56,5.91,5.76
845975.94,437458.59,5.93,5.64
1049965.13,8589736.00,6.02,6.93
861348.94,554507.38,5.94,5.74
757778.88,516741.84,5.88,5.71
766561.19,515272.97,5.88,5.71
939035.88,409718.59,5.97,5.61
7096514.00,6908757.00,6.85,6.84
3872561.25,2010848.88,6.59,6.30
1377328.25,519451.50,6.14,5.72
496866.06,2040447.38,5.70,6.31
1662907.88,435148.13,6.22,5.64
2170412.75,4037099.75,6.34,6.61
1232651.88,2421399.25,6.09,6.38
1062696.00,1323902.25,6.03,6.12
1044070.06,342067.88,6.02,5.53
1344360.38,450131.16,6.13,5.65
8938977.00,1908997.88,6.95,6.28
4126718.50,1292959.63,6.62,6.11
2900906.00,1016691.69,6.46,6.01
1323968.50,637863.69,6.12,5.80
2066751.63,442547.47,6.32,5.65
12638318.00,4855374.00,7.10,6.69
7081931.00,985685.25,6.85,5.99
3837831.75,656261.19,6.58,5.82
1548143.38,472680.94,6.19,5.67
2272825.25,3614806.00,6.36,6.56
21675588.00,1412864.50,7.34,6.15
11154652.00,875328.56,7.05,5.94
2212309.25,800404.44,6.34,5.90
1591315.25,512627.69,6.20,5.71
1907141.50,2644954.75,6.28,6.42
3069474.75,1063026.25,6.49,6.03
1444085.13,781090.56,6.16,5.89
1257952.50,362573.22,6.10,5.56
724728.00,406926.16,5.86,5.61
991948.44,32282256.00,6.00,7.51
3986611.50,1729578.25,6.60,6.24
2671044.00,811044.13,6.43,5.91
1277446.50,452517.34,6.11,5.66
650734.56,476937.44,5.81,5.68
1037211.13,13755749.00,6.02,7.14
2229782.50,1209319.63,6.35,6.08
1443892.63,664492.88,6.16,5.82
1296602.00,431291.38,6.11,5.63
653738.75,545216.25,5.82,5.74
852245.75,8000410.00,5.93,6.90
1061135.63,1299056.63,6.03,6.11
960264.81,720841.25,5.98,5.86
815300.25,541454.25,5.91,5.73
799115.63,449850.47,5.90,5.65
1168906.75,6225738.00,6.07,6.79
1801548.13,672983.56,6.26,5.83
1087019.13,652542.75,6.04,5.81
926438.75,528705.50,5.97,5.72
685996.81,468036.22,5.84,5.67
1001049.56,3791566.00,6.00,6.58
6527593.00,1898488.50,6.81,6.28
2880279.75,1714896.75,6.46,6.23
2745949.75,587885.19,6.44,5.77
539592.31,475526.16,5.73,5.68
1369531.88,2203552.00,6.14,6.34
44150116.00,2017930.88,7.64,6.30
11203373.00,1188402.63,7.05,6.07
3304555.00,443174.84,6.52,5.65
1711588.38,380469.44,6.23,5.58
1251185.25,4289398.50,6.10,6.63
5280804.50,1151064.75,6.72,6.06
1906936.50,977622.88,6.28,5.99
1183897.25,612755.75,6.07,5.79
786073.50,463393.59,5.90,5.67
924153.31,3744541.25,5.97,6.57
5676278.50,817082.88,6.75,5.91
5655156.50,649697.00,6.75,5.81
5614918.50,364494.78,6.75,5.56
3755265.75,471681.09,6.57,5.67
1615606.88,2534940.25,6.21,6.40
10068767.00,1690288.88,7.00,6.23
2167035.25,696581.75,6.34,5.84
1812740.75,577720.50,6.26,5.76
926611.25,459948.28,5.97,5.66
692118.31,31678520.00,5.84,7.50
4319798.50,1031245.44,6.64,6.01
1037794.13,699589.63,6.02,5.84
665011.81,437687.56,5.82,5.64
613239.19,446610.78,5.79,5.65
881032.13,13372663.00,5.94,7.13
7348738.50,2211122.75,6.87,6.34
2925290.50,807080.25,6.47,5.91
1079267.00,774129.00,6.03,5.89
782816.00,498066.50,5.89,5.70
1271101.38,7663941.00,6.10,6.88
3939217.00,1409947.88,6.60,6.15
1164222.63,643491.13,6.07,5.81
1090909.38,500940.56,6.04,5.70
746868.13,484350.75,5.87,5.69
1077884.75,5839307.00,6.03,6.77
7304524.00,1396245.38,6.86,6.14
994462.44,662981.19,6.00,5.82
977365.56,521291.34,5.99,5.72
782748.19,499266.50,5.89,5.70
1034156.44,3893526.75,6.01,6.59
1969703.25,871693.50,6.29,5.94
1551757.38,584796.63,6.19,5.77
905439.19,460475.41,5.96,5.66
242565.64,466094.66,5.38,5.67
881352.94,2172470.50,5.95,6.34
67814968.00,1708980.88,7.83,6.23
11136305.00,1618616.63,7.05,6.21
4080590.25,538445.94,6.61,5.73
1684588.25,513528.25,6.23,5.71
1148525.13,4577692.50,6.06,6.66
3993534.25,2224441.00,6.60,6.35
3980070.25,1216050.63,6.60,6.08
1074488.88,504747.34,6.03,5.70
738954.63,467556.94,5.87,5.67
650263.63,3662827.75,5.81,6.56
1073383.25,1065638.63,6.03,6.03
765612.50,995895.19,5.88,6.00
629217.44,642706.38,5.80,5.81
585512.13,471521.69,5.77,5.67
